instnm,unitid,year,private,aca,benstaff,carnegie,cf,city,core,crash,d1987,d1989,d1991,d1999,d2002,d2005,d2008,d2010,d2011,donor,fteex,ftef,ftenap,ftenap2,ftenpro,ftepro,ftestu,ftgrad,ftug,fwest,ga,glakes,hosp,invest,medical,neweng,oh,other,prof,ptf,ptnap,ptnap2,ptnpro,ptpro,ptstu,rev,rural,staffsal,staffsize,stem,tc,tt,ttnap,ttnap2
Fordham University,191241,1999,1,10.664,20.953,0,0.83,1,18.212,0,0,0,0,1,0,0,0,0,0,3.106,3.243,7.171,4.805,23.091,5.364,1.562,10.726,2.092,5.688,0,0.871,0,0.0,4.432,0,0,13.925,1.373,1,1.634,0.209,0.044,0.237,0.354,2.946,22.691,0,72.006,2.136,0,24.589,4.708,0.98,1.049
Fordham University,191241,2002,1,11.194,24.535,0,0.0,1,20.791,0,0,0,0,0,1,0,0,0,0,3.045,3.699,4.534,5.733,32.868,5.167,2.034,11.652,3.336,6.559,0,0.666,0,0.0,1.428,0,0,14.194,2.033,1,0.06,0.575,0.331,0.635,0.386,1.757,25.869,0,82.212,1.947,0,25.388,4.961,0.865,1.021
Fordham University,191241,2005,1,11.712,29.08,0,1.053,1,25.245,0,0,0,0,0,0,1,0,0,0,2.879,4.393,5.467,6.42,41.212,4.175,2.027,11.962,3.298,6.887,0,0.828,0,0.0,4.364,0,0,18.443,1.879,1,0.0,1.012,1.023,0.744,0.468,1.777,30.003,0,102.235,1.412,0,30.155,4.414,0.688,0.526
Fordham University,191241,2008,1,12.393,27.063,0,1.224,1,26.842,1,0,0,0,0,0,0,1,0,0,4.044,5.691,7.718,8.204,67.31,3.786,2.513,12.335,3.439,7.331,0,0.95,0,0.0,6.498,0,0,19.715,2.598,1,1.857,0.365,0.133,0.251,0.227,1.565,33.485,0,74.512,1.107,0,32.108,4.637,0.592,0.35
Fordham University,191241,2010,1,15.15,31.52,0,1.138,1,28.744,1,0,0,0,0,0,0,0,1,0,3.692,5.436,7.34,7.758,60.193,3.523,2.323,12.915,3.916,7.601,0,1.004,0,0.0,-8.301,0,0,17.95,2.625,1,1.897,0.312,0.097,0.227,0.173,1.398,35.061,0,82.302,1.075,0,33.1,4.305,0.578,0.334
Fordham University,191241,2011,1,15.814,34.136,0,1.228,1,30.309,1,0,0,0,0,0,0,0,0,1,5.74,4.775,7.39,7.723,59.648,3.646,2.948,13.194,4.137,7.812,0,0.92,0,0.0,6.536,0,0,18.375,11.648,1,1.948,0.356,0.127,0.205,0.28,1.245,47.698,0,81.615,1.381,0,34.189,4.214,0.572,0.327
New York University,193900,1987,1,25.404,7.392,1,3.326,1,24.213,0,1,0,0,0,0,0,0,0,0,3.406,5.426,9.85,21.182,448.667,26.938,15.756,23.632,4.697,11.374,0,1.116,0,17.348,2.839,1,0,41.154,14.986,0,2.216,0.443,0.196,0.774,0.416,7.561,59.953,0,31.393,7.868,0,66.558,4.308,0.208,0.043
New York University,193900,1989,1,28.943,8.543,1,4.715,1,26.449,0,0,1,0,0,0,0,0,0,0,3.865,6.099,9.902,22.276,496.226,26.171,16.177,23.794,5.187,11.585,0,1.09,0,17.859,2.553,1,0,47.879,15.113,0,0.95,0.216,0.047,0.695,0.202,7.022,63.286,0,35.904,6.943,0,76.822,4.236,0.19,0.037
New York University,193900,1991,1,25.255,9.022,1,4.506,1,27.897,0,0,0,1,0,0,0,0,0,0,3.752,5.628,11.652,18.745,351.367,21.78,13.117,25.768,8.82,12.15,0,1.101,0,18.486,2.305,1,0,44.518,13.309,0,3.145,0.172,0.029,0.145,0.159,4.798,63.444,0,35.068,6.2,0,69.773,4.001,0.213,0.046
New York University,193900,1999,1,35.255,24.212,1,2.324,1,33.164,0,0,0,0,1,0,0,0,0,0,1.761,2.722,11.63,11.458,131.282,12.236,8.736,30.421,7.017,15.983,0,0.396,0,4.656,2.954,1,0,24.001,13.908,0,3.316,0.475,0.226,0.231,1.381,7.421,53.488,0,84.53,7.706,0,59.256,5.989,0.523,0.297
New York University,193900,2002,1,38.112,26.357,1,3.848,1,36.939,0,0,0,0,0,1,0,0,0,0,9.68,2.898,12.554,12.107,146.569,13.244,9.208,31.917,10.569,17.475,0,0.445,0,0.0,1.165,1,0,30.951,20.043,0,10.004,1.845,3.406,0.717,1.792,3.873,66.662,0,92.277,7.747,0,69.063,5.405,0.446,0.227
New York University,193900,2005,1,33.957,26.991,1,3.822,1,38.052,0,0,0,0,0,0,1,0,0,0,6.788,2.993,12.097,11.628,135.212,11.779,8.636,33.938,11.176,18.981,0,1.296,0,0.0,4.637,1,0,39.269,25.006,0,2.662,1.217,1.481,0.613,1.158,3.781,69.846,0,112.657,6.822,0,73.226,5.613,0.483,0.25
New York University,193900,2008,1,35.756,24.562,1,5.128,1,39.68,1,0,0,0,0,0,0,1,0,0,9.624,3.489,13.521,13.052,170.353,11.224,9.563,36.056,12.395,19.464,0,1.297,0,0.0,8.229,1,0,43.043,48.228,0,3.273,0.494,0.244,0.183,0.458,4.197,97.532,0,77.153,5.958,0,78.799,5.12,0.408,0.166
New York University,193900,2010,1,42.712,28.952,1,7.189,1,41.936,1,0,0,0,0,0,0,0,1,0,7.213,3.88,16.063,11.621,135.039,10.373,7.741,37.683,13.066,20.815,0,0.501,0,0.0,-7.002,1,0,41.037,28.303,0,3.994,0.241,0.058,0.174,0.209,3.802,77.452,0,103.428,4.669,0,83.748,4.88,0.429,0.184
New York University,193900,2011,1,42.955,31.358,1,7.742,1,42.791,1,0,0,0,0,0,0,0,0,1,16.758,4.185,16.392,12.275,150.68,10.398,8.09,37.922,13.173,21.025,0,0.588,0,0.0,7.815,1,0,42.298,26.934,0,3.752,0.245,0.06,0.163,0.208,3.724,86.483,0,102.496,4.418,0,85.253,4.897,0.407,0.166
Polytechnic Institute of New York University,194541,1987,1,14.49,14.692,0,0.853,1,17.82,0,1,0,0,0,0,0,0,0,0,2.649,1.52,7.186,4.637,21.506,6.573,3.117,3.048,0.41,1.623,0,0.184,0,0.0,0.565,0,0,14.53,5.379,0,0.0,0.011,0.0,0.043,0.0,1.015,25.848,0,77.598,6.374,1,29.02,6.333,1.369,1.874
Polytechnic Institute of New York University,194541,1991,1,17.969,15.608,0,1.861,1,21.263,0,0,0,1,0,0,0,0,0,0,3.57,1.299,9.177,5.325,28.352,7.359,4.026,2.31,0.306,1.288,0,0.0,0,0.0,0.674,0,0,18.37,7.131,0,0.0,0.0,0.0,0.0,0.0,0.716,31.964,0,76.964,8.767,1,36.339,7.316,1.374,1.888
Polytechnic Institute of New York University,194541,1999,1,20.287,19.501,0,2.245,1,16.592,0,0,0,0,1,0,0,0,0,0,9.262,0.697,7.461,5.871,34.469,5.806,5.174,2.583,0.51,1.647,0,0.0,0,0.0,2.748,0,0,11.34,6.574,0,1.073,0.026,0.001,0.038,0.077,0.426,32.428,0,72.942,15.758,1,31.627,4.142,0.706,0.502
Polytechnic Institute of New York University,194541,2002,1,22.682,25.607,0,0.0,1,17.336,0,0,0,0,0,1,0,0,0,0,8.294,2.658,9.655,7.249,52.544,4.873,4.591,2.483,0.564,1.578,0,0.412,0,0.0,2.927,0,0,14.549,6.402,0,7.047,0.362,0.131,1.168,0.282,0.341,32.032,0,74.78,3.561,1,37.231,27.827,3.839,21.507
Polytechnic Institute of New York University,194541,2005,1,19.564,26.684,0,2.117,1,20.199,0,0,0,0,0,0,1,0,0,0,1.972,2.244,8.29,5.56,30.912,2.976,3.316,2.362,0.638,1.451,0,0.475,0,0.0,5.779,0,0,20.647,7.89,0,2.278,0.296,0.088,0.677,0.296,0.273,30.061,0,54.938,2.804,1,40.21,3.895,0.701,0.509
Polytechnic Institute of New York University,194541,2008,1,12.709,22.742,0,1.825,1,16.218,1,0,0,0,0,0,0,1,0,0,2.703,2.119,5.592,4.591,21.077,2.031,2.472,3.398,1.563,1.44,0,0.214,0,0.0,8.055,0,0,15.798,7.165,0,1.118,0.147,0.022,0.235,0.118,0.395,26.086,0,84.658,2.125,1,28.508,2.649,0.596,0.355
Polytechnic Institute of New York University,194541,2010,1,17.329,25.417,0,1.963,1,16.517,1,0,0,0,0,0,0,0,1,0,0.587,2.259,6.453,4.867,23.687,1.99,2.608,3.719,1.582,1.695,0,0.151,0,0.0,-5.316,0,0,11.598,3.946,0,1.694,0.107,0.012,0.098,0.081,0.442,21.05,0,86.137,2.036,1,28.927,2.796,0.588,0.345
Polytechnic Institute of New York University,194541,2011,1,16.125,25.538,0,1.967,1,20.255,1,0,0,0,0,0,0,0,0,1,1.625,2.259,6.431,4.757,22.628,2.843,2.498,3.763,1.481,1.832,0,0.123,0,0.0,4.715,0,0,12.426,4.998,0,1.887,0.027,0.001,0.053,0.027,0.45,26.878,0,81.43,2.365,1,28.551,2.578,0.545,0.297
Rensselaer Polytechnic Institute,194824,1987,1,19.742,9.889,1,1.459,0,22.814,0,1,0,0,0,0,0,0,0,0,5.573,2.777,8.601,7.929,62.868,13.575,5.152,6.169,1.461,4.458,0,0.417,0,0.0,2.6,0,0,20.756,6.556,0,1.193,0.358,0.128,0.931,0.321,0.25,34.942,0,57.361,6.743,0,40.498,5.949,0.786,0.618
Rensselaer Polytechnic Institute,194824,1989,1,21.121,11.256,1,0.032,0,21.838,0,0,1,0,0,0,0,0,0,0,5.973,0.752,6.071,8.226,67.66,11.317,7.473,6.248,1.59,4.436,0,0.0,0,0.0,2.273,0,0,24.209,6.604,0,0.021,0.143,0.02,0.401,0.143,0.222,34.415,0,74.801,24.979,0,45.33,6.018,0.732,0.554
Rensselaer Polytechnic Institute,194824,1991,1,20.369,11.199,1,0.077,0,23.616,0,0,0,1,0,0,0,0,0,0,5.925,0.743,5.874,7.585,57.536,10.363,6.843,6.463,1.766,4.429,0,0.0,0,0.0,2.951,0,0,20.842,8.477,0,0.01,0.128,0.016,0.322,0.128,0.268,38.019,0,74.763,23.168,0,41.211,5.787,0.763,0.602
Rensselaer Polytechnic Institute,194824,1999,1,21.528,16.074,1,1.191,0,21.253,0,0,0,0,1,0,0,0,0,0,4.709,0.794,5.721,10.43,108.782,7.001,9.636,6.799,1.407,4.865,0,0.0,0,0.0,4.161,0,0,15.335,9.097,0,0.0,0.282,0.079,0.5,0.853,0.527,35.059,0,70.349,20.947,0,36.862,4.53,0.434,0.199
Rensselaer Polytechnic Institute,194824,2002,1,23.659,16.014,1,1.311,0,22.106,0,0,0,0,0,1,0,0,0,0,8.024,1.037,6.479,12.132,147.191,7.262,11.095,6.94,1.408,5.08,0,3.438,0,0.0,-14.97,0,0,19.093,8.006,0,0.072,0.432,0.187,0.533,0.403,0.452,38.136,0,73.407,17.694,0,42.751,5.144,0.424,0.198
Rensselaer Polytechnic Institute,194824,2005,1,25.03,20.26,1,1.271,0,27.551,0,0,0,0,0,0,1,0,0,0,12.957,3.53,7.403,10.302,106.128,9.525,6.772,6.214,1.117,4.911,0,4.047,0,0.0,15.077,0,0,30.397,10.716,0,0.515,0.885,0.783,2.189,0.869,0.186,51.225,0,86.41,4.617,0,55.427,5.616,0.545,0.315
Rensselaer Polytechnic Institute,194824,2008,1,23.616,27.568,1,1.109,0,26.304,1,0,0,0,0,0,0,1,0,0,12.928,3.646,8.962,9.798,96.0,9.464,6.152,6.583,1.095,5.357,0,4.657,0,0.0,22.291,0,0,33.208,12.392,0,2.263,0.243,0.059,0.562,0.228,0.131,51.625,0,75.185,4.283,0,56.823,5.59,0.585,0.342
Rensselaer Polytechnic Institute,194824,2010,1,35.233,20.587,1,3.009,0,28.425,1,0,0,0,0,0,0,0,1,0,5.831,3.891,8.723,9.103,82.871,9.012,5.213,6.58,1.096,5.407,0,4.86,0,0.0,-1.259,0,0,22.5,12.8,0,0.471,0.177,0.031,0.167,0.157,0.077,47.056,0,79.301,3.656,0,57.733,5.243,0.587,0.345
Rensselaer Polytechnic Institute,194824,2011,1,37.564,24.471,1,2.821,0,31.776,1,0,0,0,0,0,0,0,0,1,6.176,4.092,8.695,9.237,85.33,8.602,5.146,6.452,1.099,5.299,0,3.938,0,0.0,6.932,0,0,22.669,12.134,0,0.511,0.155,0.024,0.17,0.139,0.054,50.087,0,80.775,3.36,0,60.233,5.363,0.59,0.349
University of Rochester,195030,1987,1,38.165,6.295,1,13.36,1,22.979,0,1,0,0,0,0,0,0,0,0,5.419,10.025,21.534,34.74,1206.841,48.73,24.715,7.769,1.929,4.628,0,0.922,0,39.919,6.156,1,0,65.515,26.525,0,1.223,3.321,11.032,4.672,3.13,1.212,94.842,0,33.219,7.326,0,103.68,6.95,0.221,0.049
University of Rochester,195030,1989,1,43.258,7.503,1,13.377,1,23.731,0,0,1,0,0,0,0,0,0,0,5.545,10.184,20.957,34.867,1215.734,47.063,24.683,8.149,2.16,4.852,0,1.34,0,34.601,5.796,1,0,68.753,26.524,0,1.211,3.819,14.584,4.933,3.649,1.137,90.401,0,34.378,7.045,0,112.011,6.369,0.183,0.042
University of Rochester,195030,1991,1,37.805,8.011,1,13.257,1,24.853,0,0,0,1,0,0,0,0,0,0,5.772,10.529,20.782,36.711,1347.714,48.723,26.182,8.501,2.782,4.983,0,3.606,0,41.763,4.637,1,0,80.24,29.028,0,1.432,3.917,15.34,5.66,3.68,0.736,101.417,0,32.375,7.114,0,118.045,6.093,0.166,0.035
University of Rochester,195030,1999,1,53.125,17.429,1,20.004,1,21.337,0,0,0,0,1,0,0,0,0,0,12.892,16.044,28.468,58.144,3380.73,66.141,42.1,7.348,2.152,4.311,0,1.711,0,112.841,31.673,1,0,151.247,30.649,0,2.299,6.283,39.471,7.625,17.677,0.885,177.72,0,73.063,6.746,0,204.372,6.165,0.106,0.014
University of Rochester,195030,2002,1,53.45,36.444,1,14.33,1,21.391,0,0,0,0,0,1,0,0,0,0,16.368,14.395,22.523,35.292,1245.549,33.306,20.898,7.704,2.75,4.448,0,4.665,0,139.276,3.144,1,0,182.989,37.546,0,1.778,3.608,13.021,4.465,2.44,0.506,214.582,0,135.671,3.766,0,236.439,7.606,0.216,0.066
University of Rochester,195030,2005,1,62.757,36.479,1,7.91,1,23.19,0,0,0,0,0,0,1,0,0,0,16.295,16.27,24.583,38.696,1497.393,31.385,22.426,7.711,2.73,4.435,0,4.284,0,169.304,27.239,1,0,207.935,45.937,0,0.775,3.696,13.659,4.098,2.451,0.546,254.725,0,175.752,3.307,0,270.692,15.898,0.411,0.18
University of Rochester,195030,2008,1,57.737,40.295,1,7.887,1,25.273,1,0,0,0,0,0,0,1,0,0,17.459,18.137,25.808,35.384,1252.034,30.202,17.247,8.761,3.065,5.081,0,4.147,0,173.045,41.085,1,0,209.212,46.58,0,3.424,1.084,1.176,1.096,0.719,0.615,262.358,0,142.852,2.616,0,266.948,14.496,0.423,0.179
University of Rochester,195030,2010,1,66.103,42.614,1,10.766,1,28.187,1,0,0,0,0,0,0,0,1,0,15.122,18.64,25.813,36.152,1306.936,30.522,17.512,9.131,3.19,5.33,0,4.16,0,176.321,-42.774,1,0,206.135,44.203,0,0.756,1.039,1.08,1.036,0.624,0.611,263.833,0,145.459,2.577,0,272.238,14.292,0.407,0.166
University of Rochester,195030,2011,1,66.73,42.435,1,10.652,1,29.26,1,0,0,0,0,0,0,0,0,1,12.609,18.579,25.597,36.542,1335.287,30.345,17.963,9.247,3.224,5.373,0,3.776,0,184.577,30.407,1,0,207.636,48.015,0,0.757,0.995,0.99,1.081,0.595,0.65,274.461,0,146.247,2.6,0,274.367,14.188,0.399,0.159
Syracuse University,196413,1987,1,11.138,13.842,0,0.732,1,21.749,0,1,0,0,0,0,0,0,0,0,1.222,0.833,6.444,6.133,37.616,13.966,5.3,17.767,2.31,12.525,0,1.813,0,0.0,0.625,0,0,17.915,3.631,0,0.984,0.189,0.036,3.745,0.189,2.932,26.602,0,39.704,23.128,0,29.053,4.728,0.795,0.633
Syracuse University,196413,1989,1,11.965,14.908,0,0.374,1,21.534,0,0,1,0,0,0,0,0,0,0,1.278,0.893,6.766,6.287,39.525,15.126,5.394,18.697,2.548,13.26,0,0.0,0,0.0,0.494,0,0,19.961,3.905,0,1.723,0.281,0.079,5.584,0.275,2.889,26.717,0,40.219,22.975,0,31.926,4.669,0.743,0.604
Syracuse University,196413,1991,1,12.513,20.435,0,0.451,1,24.249,0,0,0,1,0,0,0,0,0,0,1.277,0.905,6.149,6.788,46.078,11.73,5.883,17.53,3.452,11.955,0,0.0,0,0.0,0.571,0,0,20.833,4.174,0,0.815,0.211,0.044,2.283,0.207,2.123,29.701,0,48.698,19.46,0,33.346,4.883,0.719,0.551
Syracuse University,196413,1999,1,15.31,21.017,0,0.451,1,24.304,0,0,0,0,1,0,0,0,0,0,2.864,0.91,6.42,8.91,79.389,9.201,8.0,15.962,2.314,11.267,0,2.787,0,0.0,10.617,0,0,16.88,3.708,0,1.214,0.277,0.077,0.424,0.833,2.381,30.875,0,62.33,18.892,0,32.19,4.755,0.534,0.303
Syracuse University,196413,2002,1,16.554,20.446,0,1.038,1,26.183,0,0,0,0,0,1,0,0,0,0,2.705,2.335,6.728,11.177,124.923,10.243,8.842,16.275,3.228,11.577,0,2.932,0,0.0,-2.402,0,0,18.0,3.717,0,3.128,0.959,0.919,1.364,0.848,1.47,32.605,0,59.863,8.174,0,34.554,4.658,0.417,0.23
Syracuse University,196413,2005,1,15.684,21.944,0,0.632,1,27.389,0,0,0,0,0,0,1,0,0,0,2.835,2.462,6.233,10.336,106.827,8.711,7.874,17.081,3.916,12.128,0,2.415,0,0.0,9.409,0,0,21.343,4.264,0,1.016,1.019,1.038,1.224,0.779,1.037,34.488,0,82.752,6.736,0,37.027,4.584,0.444,0.21
Syracuse University,196413,2008,1,15.629,23.296,0,0.859,1,27.866,1,0,0,0,0,0,0,1,0,0,3.686,4.033,6.713,8.864,78.574,10.156,4.831,17.802,3.841,12.628,0,2.319,0,0.0,11.343,0,0,22.773,3.863,0,1.056,0.23,0.053,0.427,0.152,1.333,35.416,0,70.278,3.716,0,38.401,4.797,0.556,0.309
Syracuse University,196413,2010,1,18.88,25.04,0,0.912,1,29.116,1,0,0,0,0,0,0,0,1,0,4.812,3.983,6.55,8.607,74.086,9.169,4.625,18.856,4.381,13.504,0,2.224,0,0.0,-14.407,0,0,20.029,5.027,0,0.976,0.24,0.058,0.378,0.166,0.971,38.955,0,73.966,3.463,0,38.909,4.662,0.557,0.31
Syracuse University,196413,2011,1,18.286,25.504,0,0.857,1,29.76,1,0,0,0,0,0,0,0,0,1,4.549,4.017,6.428,8.674,75.24,8.752,4.657,19.368,4.465,13.987,0,2.212,0,0.0,7.048,0,0,19.158,3.376,0,1.017,0.217,0.047,0.387,0.155,0.916,37.685,0,73.364,3.338,0,37.444,4.554,0.538,0.29
Teachers College at Columbia University,196468,1987,1,15.672,16.101,0,0.786,1,23.558,0,1,0,0,0,0,0,0,0,0,3.445,0.878,6.472,9.173,84.141,9.33,8.295,2.163,1.048,0.0,0,1.525,0,0.0,2.251,0,0,21.635,5.616,1,0.0,1.083,1.173,0.778,1.083,1.115,32.619,0,63.74,20.066,0,37.308,5.686,0.703,0.494
Teachers College at Columbia University,196468,1989,1,14.471,15.081,0,0.615,1,22.459,0,0,1,0,0,0,0,0,0,0,4.043,1.498,6.035,11.236,126.256,7.257,9.738,2.603,1.653,0.0,0,2.384,0,0.0,1.75,0,0,20.777,4.758,1,0.964,0.786,0.618,0.418,0.786,0.95,31.259,0,58.395,11.342,0,35.248,4.457,0.397,0.182
Teachers College at Columbia University,196468,1991,1,12.684,14.86,0,0.612,1,20.819,0,0,0,1,0,0,0,0,0,0,3.874,1.765,5.721,7.92,62.727,7.177,6.155,2.776,1.795,0.0,0,0.69,0,0.0,1.729,0,0,17.94,3.928,1,0.749,0.571,0.326,0.44,0.571,0.981,28.62,0,58.922,7.552,0,30.624,4.359,0.55,0.352
Teachers College at Columbia University,196468,1999,1,19.782,25.521,0,0.782,1,21.969,0,0,0,0,1,0,0,0,0,0,6.537,1.633,6.385,10.666,113.76,6.324,9.032,3.325,2.371,0.0,0,1.905,0,0.0,3.471,0,0,14.145,4.282,1,1.995,0.953,0.908,0.129,2.767,0.954,32.787,0,65.357,9.401,0,33.927,3.609,0.338,0.138
Teachers College at Columbia University,196468,2002,1,20.764,27.487,0,0.0,1,23.473,0,0,0,0,0,1,0,0,0,0,7.965,3.793,4.925,6.907,47.703,16.106,3.114,3.533,2.557,0.0,0,1.298,0,0.0,-8.018,0,0,16.209,5.254,1,0.0,0.0,0.0,3.114,0.0,0.976,36.692,0,63.588,5.067,0,36.973,8.322,1.205,4.814
Teachers College at Columbia University,196468,2005,1,21.239,32.269,0,1.71,1,25.418,0,0,0,0,0,0,1,0,0,0,7.243,0.221,7.578,12.202,148.893,5.386,11.982,3.626,2.754,0.0,0,5.396,0,0.0,5.111,0,0,20.831,6.722,1,2.339,4.302,18.507,0.193,4.302,0.872,39.383,0,68.774,78.724,0,42.07,3.53,0.289,0.107
Teachers College at Columbia University,196468,2008,1,23.556,28.212,0,2.668,1,26.076,1,0,0,0,0,0,0,1,0,0,5.857,0.29,8.353,16.763,281.01,6.177,16.473,3.448,2.464,0.0,0,4.048,0,0.0,9.075,0,0,24.516,6.344,1,2.001,3.248,10.551,0.087,3.248,0.984,38.277,0,70.75,78.1,0,48.071,3.683,0.273,0.074
Teachers College at Columbia University,196468,2010,1,23.114,41.093,0,2.157,1,24.472,1,0,0,0,0,0,0,0,1,0,5.952,0.245,7.551,14.66,214.929,4.854,14.415,4.079,3.34,0.0,0,2.233,0,0.0,-5.555,0,0,16.632,6.681,1,2.108,3.829,14.66,0.065,3.829,0.739,37.105,0,71.34,78.6,0,39.747,3.285,0.303,0.092
Teachers College at Columbia University,196468,2011,1,22.603,28.191,0,2.313,1,27.794,1,0,0,0,0,0,0,0,0,1,5.487,0.249,7.859,15.668,245.478,5.123,15.419,4.021,3.213,0.0,0,2.167,0,0.0,6.291,0,0,17.284,7.923,1,2.213,4.278,18.297,0.075,4.278,0.808,41.204,0,69.77,82.6,0,39.887,3.333,0.293,0.086
Yeshiva University,197708,1987,1,65.878,63.871,1,0.931,1,21.429,0,1,0,0,0,0,0,0,0,0,5.1,1.505,5.864,5.19,26.935,8.196,3.685,4.187,0.822,1.619,0,0.0,0,17.197,1.841,0,0,28.652,53.909,1,1.064,0.055,0.003,0.339,0.055,1.746,97.634,0,288.66,7.897,0,94.529,3.869,0.753,0.568
Yeshiva University,197708,1989,1,71.884,82.869,1,2.662,1,20.489,0,0,1,0,0,0,0,0,0,0,4.194,1.443,6.265,5.137,26.392,8.152,3.695,4.321,0.795,1.705,0,0.0,0,0.0,1.665,0,0,30.849,63.548,1,1.497,0.069,0.005,0.237,0.061,1.821,88.231,0,303.138,8.212,0,102.734,2.106,0.41,0.173
Yeshiva University,197708,1991,1,67.337,74.788,1,1.033,1,22.254,0,0,0,1,0,0,0,0,0,0,4.027,1.272,6.35,4.93,24.305,8.259,3.658,4.455,2.426,1.804,0,0.178,0,0.0,2.222,0,0,31.97,66.674,1,1.771,0.126,0.016,0.178,0.111,0.225,92.955,0,289.916,9.369,0,99.307,3.547,0.719,0.545
Yeshiva University,197708,1999,1,55.772,59.187,1,2.205,1,17.033,0,0,0,0,1,0,0,0,0,0,11.813,1.382,6.599,5.268,27.755,6.631,3.887,5.307,0.896,2.578,0,0.0,0,0.0,25.931,0,0,20.798,39.036,1,0.815,0.143,0.02,0.187,0.415,1.833,67.882,0,223.841,7.612,0,76.57,3.58,0.68,0.488
Yeshiva University,197708,2002,1,59.266,17.185,1,1.023,1,20.215,0,0,0,0,0,1,0,0,0,0,19.96,3.839,15.487,28.724,825.085,26.051,24.885,5.574,2.572,2.72,0,0.0,0,0.0,18.395,0,0,26.274,43.407,1,6.1,0.987,0.974,2.619,0.861,0.282,83.582,0,62.496,13.266,0,85.54,12.451,0.433,0.23
Yeshiva University,197708,2005,1,55.58,20.17,1,3.947,1,23.98,0,0,0,0,0,0,1,0,0,0,11.184,4.775,16.737,25.094,629.732,22.857,20.32,5.828,2.699,2.84,0,0.0,0,0.0,24.719,0,0,36.944,48.922,1,2.135,1.167,1.361,1.561,0.841,0.289,84.086,0,85.218,9.042,0,92.524,10.656,0.425,0.186
Yeshiva University,197708,2008,1,54.223,24.983,1,3.524,1,24.839,1,0,0,0,0,0,0,1,0,0,19.811,4.676,18.465,16.754,280.703,23.293,12.079,5.903,2.652,2.973,0,1.783,0,0.0,49.302,0,0,51.01,45.09,1,1.592,0.407,0.165,0.356,0.356,0.278,89.74,0,85.001,7.565,0,105.234,13.349,0.817,0.667
Yeshiva University,197708,2010,1,73.297,24.803,1,2.946,1,26.478,1,0,0,0,0,0,0,0,1,0,13.817,3.431,19.766,18.075,326.717,23.749,14.644,5.975,2.914,2.77,0,4.904,0,0.0,-48.788,0,0,39.625,42.618,1,2.226,0.541,0.292,0.635,0.507,0.291,82.913,0,85.421,11.19,0,112.922,14.594,0.832,0.693
Yeshiva University,197708,2011,1,74.943,22.888,1,8.591,1,23.832,1,0,0,0,0,0,0,0,0,1,17.002,5.128,25.975,18.376,337.675,22.058,13.248,5.948,2.863,2.703,0,1.06,0,0.0,25.25,0,0,35.516,43.117,1,2.286,0.454,0.206,0.353,0.42,0.382,83.951,0,80.737,6.885,0,110.459,15.098,0.842,0.71
Duke University,198419,1991,1,41.075,5.401,1,14.529,1,26.429,0,0,0,1,0,0,0,0,0,0,16.198,3.986,23.038,43.277,1872.906,81.122,39.292,10.923,4.552,6.091,0,3.079,0,55.682,5.852,1,0,96.583,23.481,0,3.236,0.532,0.283,1.683,0.529,0.28,121.79,0,22.517,30.213,0,137.658,5.273,0.122,0.015
Duke University,198419,1999,1,63.807,11.829,1,22.164,1,32.749,0,0,0,0,1,0,0,0,0,0,40.759,6.283,27.871,60.078,3609.36,80.687,53.795,11.582,3.575,6.322,0,5.764,0,88.247,37.074,1,0,157.038,40.539,0,0.026,0.276,0.076,0.63,0.82,1.685,202.293,0,54.63,21.405,0,220.845,5.681,0.095,0.009
Duke University,198419,2002,1,68.855,21.247,1,12.796,1,36.292,0,0,0,0,0,1,0,0,0,0,42.579,4.962,28.507,51.258,2627.354,49.838,46.296,12.254,5.958,6.147,0,5.278,0,117.629,-12.284,1,0,166.213,48.147,0,21.667,3.068,9.415,11.482,2.938,0.149,244.647,0,82.813,19.375,0,235.068,8.561,0.167,0.047
Duke University,198419,2005,1,75.005,22.616,1,10.161,1,32.479,0,0,0,0,0,0,1,0,0,0,43.946,5.998,22.067,45.551,2074.917,36.711,39.553,13.72,7.023,6.47,0,3.262,0,138.301,48.424,1,0,164.503,46.785,0,0.382,3.346,11.193,3.039,3.171,0.227,261.511,0,124.699,12.715,0,239.507,11.524,0.253,0.067
Duke University,198419,2008,1,85.277,19.809,1,11.493,1,33.083,1,0,0,0,0,0,0,1,0,0,39.375,8.498,24.034,56.343,3174.547,41.125,47.845,13.826,7.213,6.34,0,3.079,0,151.793,101.536,1,0,182.162,55.87,0,0.21,0.289,0.084,1.172,0.289,0.273,280.12,0,100.026,10.469,0,267.438,12.332,0.22,0.048
Duke University,198419,2010,1,102.143,23.847,1,11.7,1,32.976,1,0,0,0,0,0,0,0,1,0,34.545,8.304,23.678,54.838,3007.212,36.294,46.534,14.727,7.863,6.685,0,2.92,0,135.407,-138.238,1,0,171.02,3.034,0,0.17,0.262,0.069,1.054,0.256,0.179,205.962,0,107.412,9.974,0,273.163,11.808,0.216,0.047
Wake Forest University,199847,1987,1,38.317,22.81,0,1.176,1,19.327,0,1,0,0,0,0,0,0,0,0,7.342,0.953,6.211,4.319,18.653,7.286,3.366,4.93,0.435,3.42,0,0.0,0,5.504,3.832,0,0,29.528,26.895,0,0.228,0.12,0.015,0.228,0.12,1.075,59.067,0,170.346,11.174,1,67.846,4.807,1.145,1.311
