id,t,time,educ,exper,score,motheduc,fatheduc,broken,sibs,wage
1232,1,2,12,1,1.06,12,16,0,0,5.31
732,1,2,14,4,1.49,14,12,0,4,19.89
1690,1,0,11,1,1.28,12,12,0,3,2.32
684,1,1,12,5,-0.18,12,12,0,3,9.78
1594,1,9,12,9,-1.08,12,12,0,4,3.32
960,1,4,16,1,1.33,16,16,0,1,9.97
1800,1,7,10,11,-2.04,8,3,0,3,2.51
1614,1,4,12,3,0.55,16,14,0,2,6.96
1587,1,3,13,2,0.76,13,12,0,3,8.33
1797,1,0,11,2,-1.82,6,6,0,3,5.99
793,1,3,9,3,0.66,9,8,0,4,5.99
2052,1,10,12,7,-1.15,2,0,0,6,5.58
1675,1,0,11,2,0.77,12,12,0,3,4.44
1021,1,4,12,3,0.24,12,11,0,5,7.24
1645,1,3,12,1,0.53,12,12,0,3,4.01
422,1,0,11,5,-2.02,9,8,0,6,9.78
1998,1,0,11,3,-0.27,12,12,0,2,9.97
1954,1,3,12,5,-2.55,4,4,0,8,8.17
1641,1,1,13,1,0.53,19,16,0,2,14.01
1168,1,0,14,2,0.67,10,8,0,3,12.81
1942,1,7,12,6,-1.28,1,0,0,6,5.47
822,1,6,12,4,-0.18,10,5,0,6,1.97
1924,1,4,13,3,0.29,0,3,0,10,6.23
1634,1,4,13,2,1.12,12,12,1,4,8.67
26,1,12,17,5,1.22,17,16,0,1,30.57
1862,1,1,10,3,0.11,14,10,1,3,5.64
376,1,8,15,2,0.16,12,18,0,2,4.48
595,1,6,11,4,-1.7,7,8,1,5,3.49
181,1,0,12,2,-0.07,12,18,0,2,3.97
1631,1,8,9,8,-0.9,10,11,1,6,1.27
551,1,1,13,2,0.93,12,12,0,1,9.78
205,1,3,16,4,1.04,17,17,0,2,9.87
2158,1,3,11,2,0.58,12,12,0,2,3.35
417,1,1,12,2,0.25,11,11,0,3,6.11
39,1,0,13,4,-1.06,12,14,0,7,6.82
2055,1,4,12,3,0.3,4,0,0,7,9.21
266,1,4,12,6,0.3,16,17,0,1,6.96
186,1,4,12,1,1.89,12,12,0,4,5.16
7,1,8,15,3,0.91,12,12,0,1,5.93
1619,1,2,11,1,0.44,12,12,1,2,5.42
2085,1,3,10,2,-0.17,12,12,0,1,5.1
690,1,0,9,5,0.17,15,13,1,5,14.88
651,1,4,13,2,-0.46,13,9,0,1,9.03
567,1,9,16,2,0.34,12,15,0,2,10.7
895,1,5,12,4,0.0,16,10,0,3,6.69
2155,1,2,14,1,0.88,13,14,0,3,5.64
1610,1,5,12,3,0.81,14,14,0,2,7.03
1609,1,7,12,5,-1.25,10,12,0,3,7.39
1141,1,8,17,3,0.92,20,20,0,1,7.24
943,1,2,11,2,-1.39,12,12,0,5,5.31
24,1,4,12,2,-0.94,12,17,0,3,4.9
1413,1,6,15,6,1.2,15,20,0,2,5.53
1878,1,3,14,4,0.27,13,12,0,8,5.21
335,1,6,14,1,0.11,12,16,0,3,1.82
1650,1,2,12,1,0.15,13,12,0,2,4.62
190,1,0,11,2,-0.15,12,12,0,3,6.96
9,1,0,13,2,0.86,12,12,0,2,7.03
27,1,7,13,4,-0.13,16,16,0,3,2.51
258,1,5,15,3,1.21,11,12,0,2,9.58
2089,1,3,11,2,-0.24,12,17,0,3,5.58
585,1,10,12,8,-0.85,12,3,1,4,7.03
36,1,2,12,2,1.61,16,12,0,2,10.38
1620,1,3,12,5,-1.1,12,13,0,3,8.17
1132,1,4,12,2,-2.0,8,6,0,8,5.0
2022,1,11,12,10,-1.12,8,8,1,8,3.49
594,1,4,12,5,0.38,12,14,0,3,5.05
861,1,0,13,2,0.87,12,10,0,2,6.96
348,1,1,13,2,0.94,12,16,1,1,4.22
1647,1,8,16,2,0.28,12,16,0,1,4.26
501,1,2,12,3,-0.81,11,6,0,6,10.38
1012,1,2,12,3,0.35,12,12,1,2,5.0
1085,1,4,12,5,1.05,9,13,0,4,5.31
1252,1,0,11,3,0.43,7,7,0,5,7.46
2175,1,4,14,2,1.08,16,14,0,2,12.3
1920,1,2,11,6,-0.22,10,9,0,4,12.68
772,1,0,12,2,0.75,12,18,0,3,4.95
1798,1,3,12,3,-0.9,12,10,0,3,5.58
1466,1,0,15,0,1.28,12,12,0,2,5.75
1733,1,4,12,2,-0.44,12,6,0,0,5.42
1837,1,5,12,2,-0.19,12,11,0,3,4.1
2172,1,5,9,5,-1.36,14,9,1,3,7.39
2154,1,3,12,7,0.15,12,8,0,5,5.21
2020,1,10,19,1,-0.06,0,0,1,5,5.31
1571,1,7,12,6,-1.29,12,9,0,8,3.56
1209,1,2,11,1,0.46,13,12,0,2,5.64
1211,1,4,12,1,1.27,12,17,0,4,5.05
203,1,6,15,3,1.15,12,14,0,2,19.89
1568,1,2,11,2,0.96,12,12,0,1,5.26
1158,1,0,10,5,0.52,12,12,1,3,7.46
1274,1,2,16,2,1.35,12,16,1,1,11.47
1556,1,0,11,1,0.83,12,12,0,1,5.87
1673,1,9,16,4,0.72,12,12,0,2,6.69
15,1,4,12,3,0.28,10,12,1,3,8.33
1008,1,7,9,11,0.2,16,11,1,2,5.75
194,1,3,11,1,0.63,11,14,0,5,8.17
487,1,2,12,5,-1.63,6,4,1,1,15.96
1551,1,1,11,1,0.3,13,12,0,2,4.62
641,1,4,12,3,-0.81,10,8,1,0,15.96
1020,1,4,12,8,-0.76,12,12,0,5,10.91
653,1,2,9,3,0.86,12,16,0,3,4.95
978,1,3,12,7,0.3,12,16,0,5,8.5
1541,1,1,12,4,-0.58,12,12,0,5,15.33
1539,1,10,15,6,0.28,10,20,0,2,15.03
1537,1,3,12,2,1.19,16,20,0,2,7.46
403,1,2,10,3,-2.09,6,3,0,1,7.1
1536,1,7,15,6,0.39,13,14,0,2,6.36
1877,1,8,9,9,0.13,12,12,0,2,7.92
231,1,0,12,1,0.49,12,12,0,3,19.69
1535,1,0,12,4,-1.0,12,9,0,1,12.94
1297,1,0,12,2,-0.43,12,12,0,3,9.97
419,1,8,12,8,-0.4,16,16,0,2,7.32
1563,1,3,12,1,0.48,12,12,0,2,5.0
1529,1,2,12,3,-0.06,13,13,0,5,9.78
2101,1,4,10,5,1.59,10,14,1,2,5.81
923,1,0,14,1,1.01,14,14,0,4,7.39
700,1,1,12,2,0.97,12,12,0,3,5.7
1527,1,6,12,3,-0.84,8,10,0,4,2.39
280,1,0,12,2,0.32,12,16,0,1,11.02
2104,1,3,12,1,1.07,14,14,0,0,5.99
976,1,2,12,2,0.38,12,10,0,2,10.38
505,1,1,11,5,-1.97,2,2,0,10,9.68
1648,1,1,13,2,0.87,12,15,0,3,5.0
506,1,0,12,4,-1.96,9,6,0,11,9.03
1835,1,8,12,6,0.4,4,5,0,2,8.25
691,1,0,9,3,-0.52,12,11,0,0,6.96
754,1,1,12,1,1.54,12,17,0,3,5.87
152,1,3,16,3,0.12,12,12,0,2,7.03
1442,1,1,12,3,0.58,12,16,0,2,5.16
1502,1,6,12,10,0.3,12,12,0,6,4.44
1982,1,0,11,2,-1.89,3,8,0,3,13.6
2160,1,3,11,4,0.1,8,16,1,3,5.99
1157,1,4,13,4,-0.49,11,12,0,0,10.91
1757,1,0,12,4,0.41,15,18,0,1,19.11
783,1,7,12,6,0.82,12,12,0,5,1.57
1828,1,3,10,7,-1.53,8,8,1,4,7.46
116,1,2,11,1,0.38,14,14,0,8,5.21
1511,1,3,12,2,0.47,12,13,0,5,4.1
1473,1,3,12,2,0.06,12,12,0,4,12.94
1509,1,0,13,2,1.24,12,14,0,5,6.49
23,1,5,12,5,0.47,15,12,0,3,9.3
2166,1,1,12,1,0.04,12,12,0,4,7.03
2027,1,1,12,1,-0.02,11,12,0,6,7.39
471,1,7,12,7,0.61,12,12,0,3,2.75
1028,1,2,11,1,0.87,12,12,0,9,5.31
963,1,12,20,5,0.59,16,20,0,2,32.14
990,1,4,12,3,0.13,12,8,1,4,8.67
406,1,3,11,8,-0.98,11,4,0,2,4.44
388,1,3,12,2,-1.13,13,12,1,2,5.99
1234,1,0,10,6,-1.89,12,8,0,4,6.96
31,1,1,11,2,0.42,11,9,0,2,5.87
582,1,0,12,2,-1.21,17,17,0,1,5.58
1751,1,3,15,4,1.09,16,17,0,2,7.46
515,1,2,12,2,-0.49,14,20,0,2,5.99
763,1,0,12,2,0.95,12,12,0,7,8.08
1203,1,6,15,3,1.42,18,15,0,2,9.68
1237,1,2,12,5,-0.45,12,10,0,4,7.17
547,1,8,12,7,-0.15,8,9,1,3,5.16
1497,1,12,13,9,0.83,12,12,1,8,5.1
1494,1,0,12,2,0.85,12,12,0,1,7.61
755,1,6,12,3,-0.5,12,12,0,2,4.66
1244,1,2,10,2,-0.62,16,16,0,1,5.47
1486,1,1,10,2,1.24,13,18,0,4,5.42
1156,1,7,15,5,0.69,12,12,0,2,6.96
2139,1,10,16,6,-0.52,12,12,0,1,4.48
344,1,5,12,2,-1.47,12,9,0,2,3.53
123,1,6,12,7,0.62,12,12,1,5,10.38
240,1,1,12,2,-0.97,8,12,0,5,24.05
1147,1,8,15,5,0.96,16,18,0,4,10.7
1480,1,6,12,3,0.08,16,16,0,1,5.64
63,1,2,11,1,0.61,16,17,0,1,4.39
1479,1,0,12,1,1.07,8,11,0,7,6.96
1220,1,6,14,2,1.7,12,12,1,1,6.3
342,1,3,15,3,0.73,16,16,0,2,5.31
729,1,1,12,5,-0.38,12,12,0,2,7.03
1475,1,10,15,5,1.01,12,12,0,3,11.36
1302,1,0,10,2,0.1,9,11,0,6,5.99
524,1,4,12,1,0.71,12,12,0,2,5.0
255,1,0,14,1,0.29,12,17,0,4,7.46
253,1,0,12,3,-0.69,8,7,0,4,17.64
2077,1,6,12,4,0.12,10,12,0,3,11.7
1471,1,0,9,6,-1.94,12,7,0,11,8.67
2129,1,12,12,13,-2.36,12,12,0,0,5.16
1919,1,3,12,1,0.12,11,6,0,2,6.96
489,1,6,13,3,0.1,12,12,0,6,5.99
1679,1,1,12,2,1.36,12,12,0,3,8.41
1465,1,12,12,10,0.33,12,12,0,3,7.69
415,1,6,15,4,0.64,12,16,0,7,3.19
1508,1,10,15,5,0.95,12,14,0,2,8.08
1178,1,10,15,4,1.09,12,18,0,3,12.18
54,1,0,11,2,0.15,12,12,0,2,7.17
1457,1,12,12,9,-0.01,12,12,0,0,10.49
1813,1,1,10,6,-0.02,12,12,0,4,5.53
1689,1,4,12,3,0.85,15,14,0,5,7.24
1724,1,1,12,6,-0.72,12,6,0,2,6.11
858,1,0,12,2,0.55,12,11,0,3,10.91
1793,1,0,12,3,-1.4,6,0,0,7,9.97
1306,1,1,10,5,-2.08,6,12,0,6,7.46
972,1,1,12,3,-0.36,10,8,0,4,11.7
1451,1,2,12,3,-0.12,12,12,0,1,4.14
301,1,2,12,3,0.15,10,11,0,6,9.58
2065,1,3,11,4,-1.97,6,12,1,2,5.93
992,1,9,19,4,1.23,17,17,0,2,6.36
1072,1,2,12,2,-0.19,9,12,0,2,7.92
1698,1,10,13,9,-0.33,13,14,0,2,5.16
2171,1,3,9,4,-1.53,14,9,1,3,5.0
196,1,4,12,2,-1.01,16,16,0,7,6.42
1637,1,5,12,9,0.74,12,11,0,4,5.05
1214,1,8,16,2,1.15,17,14,0,1,14.59
1906,1,8,16,5,-1.09,0,7,0,6,16.44
1770,1,0,11,2,0.48,12,10,0,4,13.87
2073,1,1,11,5,-0.34,11,10,0,3,9.97
1443,1,7,13,4,1.05,10,15,0,2,10.49
1834,1,0,12,3,-0.88,6,10,0,2,10.38
898,1,3,10,2,-1.92,12,7,0,4,5.21
209,1,1,11,1,0.64,12,16,0,1,4.81
2030,1,0,12,3,-0.44,12,12,0,3,13.33
1545,1,2,13,3,1.3,16,17,0,0,14.73
840,1,7,12,4,-1.13,9,10,0,2,8.17
1439,1,9,15,5,-0.42,12,16,0,1,14.15
1438,1,5,16,3,1.0,16,16,0,1,10.59
150,1,10,9,11,-0.72,8,12,0,2,4.76
618,1,8,12,5,0.14,12,13,1,2,5.16
609,1,8,12,6,0.45,12,12,0,5,4.66
1538,1,1,14,2,1.21,16,20,0,4,7.03
1972,1,7,9,9,-0.78,10,11,1,3,6.36
1353,1,0,11,5,-0.64,12,12,0,6,7.61
1031,1,1,11,1,0.31,12,8,1,0,7.46
607,1,6,17,1,1.35,13,17,0,1,5.31
499,1,0,11,1,-0.34,12,12,0,1,6.96
1830,1,14,13,11,0.44,10,7,0,4,2.48
769,1,2,12,2,0.65,8,8,0,0,9.87
702,1,2,10,3,-0.02,12,12,1,3,6.36
1392,1,8,16,4,-0.93,12,12,1,1,9.39
1515,1,5,12,8,-0.61,10,9,0,6,9.12
407,1,0,9,5,-1.91,9,3,0,4,8.08
1747,1,6,19,3,1.35,17,18,0,1,19.3
1424,1,0,12,1,-0.36,12,16,0,0,7.92
933,1,6,12,5,1.24,8,8,0,2,3.53
332,1,0,12,2,0.09,12,16,0,8,12.94
1422,1,0,12,2,-0.26,12,12,0,3,7.46
1845,1,0,12,3,-0.52,12,12,0,0,6.23
1874,1,0,10,6,-1.56,8,9,0,7,13.46
357,1,0,11,5,-1.44,12,7,0,1,7.1
797,1,8,9,9,-0.63,12,8,0,1,2.36
1153,1,10,13,6,-0.44,12,12,1,1,4.85
1607,1,1,12,2,-0.12,12,12,0,6,8.76
43,1,6,12,3,-0.12,9,12,0,5,4.53
1412,1,1,13,3,1.28,16,20,0,4,5.99
1411,1,0,11,2,-0.26,16,12,0,4,6.36
1909,1,8,14,3,0.29,0,5,0,1,6.75
757,1,11,12,9,1.15,12,12,0,3,1.3
1367,1,5,12,2,1.27,12,10,1,1,4.9
877,1,3,12,1,-0.04,16,16,0,2,15.33
1883,1,12,11,11,-0.96,12,12,0,2,6.23
1408,1,2,12,5,0.14,16,16,0,6,11.13
1774,1,6,15,5,1.36,8,12,1,1,14.88
911,1,6,13,4,-0.28,12,12,0,3,4.14
1278,1,4,12,1,-1.88,6,6,0,4,5.42
650,1,3,15,1,0.86,14,14,0,2,2.41
1287,1,5,15,2,-0.04,16,14,1,1,6.75
1316,1,0,11,3,0.08,8,12,0,1,9.97
880,1,6,15,3,1.01,16,17,0,3,18.54
540,1,3,12,2,1.23,10,12,0,1,13.6
1398,1,14,14,10,0.59,12,12,0,1,5.0
1707,1,3,12,2,-0.02,12,12,0,1,14.88
11,1,2,12,1,1.82,16,17,1,2,11.47
1395,1,4,12,2,0.97,12,8,0,2,6.96
398,1,2,9,4,-1.34,10,14,0,2,7.17
1240,1,0,12,3,0.4,12,12,0,2,11.47
1542,1,5,15,1,1.31,12,16,0,3,3.94
1773,1,5,9,8,-1.98,12,12,0,4,5.99
1393,1,0,11,6,-0.05,12,12,0,4,31.5
1317,1,2,11,1,-0.07,12,14,0,2,6.69
1390,1,3,15,3,0.5,9,12,0,4,14.15
1842,1,7,11,6,0.21,11,12,1,4,2.23
1394,1,1,12,2,-0.31,12,12,0,5,5.0
1462,1,0,12,3,-0.4,12,12,0,0,13.46
689,1,2,9,3,-1.0,8,8,0,6,6.75
254,1,9,12,7,0.7,12,11,0,2,12.68
1335,1,7,16,6,1.03,12,12,0,0,5.16
1380,1,9,13,6,1.27,13,20,0,0,7.61
1967,1,0,12,3,-1.03,6,14,0,4,5.58
1960,1,4,12,2,-0.7,10,12,0,4,4.85
1440,1,9,15,4,0.5,14,12,0,1,11.02
1729,1,6,16,2,1.21,12,12,0,4,7.03
438,1,10,19,1,1.06,16,18,1,1,10.18
1047,1,5,12,3,-0.36,12,8,1,1,8.33
548,1,10,12,8,-1.23,8,9,1,3,5.7
1985,1,6,15,2,-1.54,13,6,0,6,4.81
1368,1,0,14,3,-1.59,12,16,0,4,28.5
1530,1,1,10,7,-0.77,12,9,1,1,14.01
1997,1,0,12,2,0.48,12,12,1,3,12.43
1366,1,1,10,4,-0.57,14,12,1,2,7.46
1364,1,6,13,3,0.4,9,11,1,4,11.94
2023,1,1,12,4,0.31,6,12,0,5,24.05
343,1,0,9,2,-0.29,14,14,0,6,5.31
1251,1,1,9,6,-1.27,9,10,0,7,7.92
172,1,0,12,3,0.96,8,8,0,3,7.92
1608,1,1,11,1,-0.86,14,12,0,2,7.03
1930,1,12,12,12,-1.26,5,6,0,7,6.62
631,1,0,12,2,0.93,12,8,0,3,12.55
1354,1,12,9,12,0.29,13,12,0,3,15.49
320,1,7,14,7,1.11,15,16,0,3,22.2
1714,1,0,11,5,-1.08,11,11,0,4,7.46
784,1,3,12,3,-1.04,12,12,0,10,8.94
204,1,1,12,2,0.49,12,18,0,1,8.5
97,1,6,11,5,-0.14,11,10,0,3,6.3
78,1,4,9,5,-1.03,11,11,0,6,4.35
1666,1,9,12,10,-2.09,11,9,0,4,6.49
1283,1,6,11,4,-1.68,12,13,1,1,7.1
1001,1,6,13,5,-0.24,5,14,0,2,4.66
1792,1,5,12,3,-0.54,8,13,0,4,8.25
1476,1,11,14,6,0.18,12,12,0,3,13.87
2053,1,5,11,5,-0.54,3,6,0,7,7.92
756,1,2,12,1,0.99,12,12,0,3,4.76
1343,1,3,13,6,-0.67,10,12,1,2,5.31
92,1,2,12,1,0.25,12,14,0,1,8.76
549,1,1,12,2,-0.06,12,12,1,2,5.58
336,1,2,12,6,-0.06,12,11,0,2,11.13
1341,1,3,12,6,0.48,6,7,1,7,11.02
1314,1,1,10,2,1.18,12,12,1,5,6.11
918,1,0,12,3,0.47,11,11,0,4,7.92
2100,1,4,12,1,0.22,15,14,0,2,4.85
1521,1,4,12,6,-1.25,10,12,1,2,10.38
262,1,0,11,1,-1.2,12,12,0,3,5.75
1854,1,3,12,5,0.05,12,8,0,1,6.96
1996,1,0,12,4,0.71,12,12,0,1,8.94
1822,1,6,9,13,-2.39,2,9,0,8,4.95
1186,1,0,11,2,1.18,15,13,0,2,4.95
1332,1,2,11,2,0.22,16,16,0,2,5.81
2174,1,2,14,2,0.46,6,8,0,13,11.36
309,1,0,13,2,-0.26,12,12,0,3,9.87
1721,1,0,12,4,0.45,8,8,0,11,9.3
185,1,0,12,1,0.98,12,12,0,4,7.92
1176,1,5,12,6,-0.18,12,17,0,6,5.37
1823,1,5,12,6,-1.0,3,3,1,14,7.39
1210,1,6,15,2,1.54,12,17,0,4,11.36
948,1,4,12,1,0.56,12,10,0,1,5.05
1326,1,7,15,5,0.51,14,11,0,6,6.55
2116,1,2,13,5,-0.73,12,12,0,2,5.1
994,1,7,15,5,0.99,12,11,0,2,12.3
1812,1,4,12,5,-1.24,0,4,0,9,7.24
445,1,3,13,6,1.02,12,16,1,9,14.59
1323,1,0,10,5,0.42,12,12,0,2,9.3
1564,1,0,13,2,-1.21,12,12,1,2,5.75
187,1,4,12,1,0.38,12,16,1,3,6.36
1321,1,1,11,2,-0.84,11,14,0,4,8.0
696,1,1,12,3,0.35,16,13,1,3,3.97
1320,1,2,13,1,0.92,12,12,0,4,12.68
887,1,2,12,2,-0.16,12,12,1,6,5.99
129,1,0,12,4,-0.47,12,12,0,4,14.88
1663,1,7,12,4,-0.73,11,12,0,3,6.96
556,1,14,12,15,0.64,12,12,0,1,2.01
340,1,12,14,7,1.3,9,8,0,3,6.62
1763,1,5,15,6,0.85,12,12,0,4,3.06
1086,1,7,12,4,-1.86,12,10,1,4,2.97
1310,1,8,14,4,-0.08,9,12,1,3,7.61
1204,1,9,16,3,1.17,16,15,0,2,9.12
302,1,4,15,1,1.07,12,13,0,2,3.0
2103,1,0,12,3,0.67,12,13,0,3,14.44
1307,1,0,11,3,-0.55,6,7,0,3,5.99
616,1,0,12,3,0.13,12,12,0,3,11.25
1281,1,4,10,5,0.81,12,13,0,2,6.3
72,1,1,15,2,0.56,12,12,0,2,13.87
364,1,2,12,2,-0.41,17,17,0,3,3.82
484,1,2,12,1,-0.27,16,16,0,1,5.53
869,1,4,15,5,0.13,15,16,0,5,11.7
2098,1,0,12,2,0.98,12,11,0,0,6.23
391,1,2,12,3,-0.17,12,12,0,2,5.53
1292,1,0,15,1,-0.01,18,6,1,3,7.92
513,1,2,12,4,-0.34,11,16,0,3,7.54
904,1,1,11,3,0.0,7,12,0,2,4.9
921,1,0,13,1,0.18,12,12,0,2,6.49
1288,1,2,12,4,0.0,12,12,0,1,6.23
208,1,0,12,3,-0.24,12,16,0,5,10.91
1286,1,5,12,3,-0.4,12,12,0,0,5.1
1484,1,0,12,2,0.64,12,10,0,1,7.69
456,1,4,14,2,1.08,12,15,0,3,15.64
1622,1,1,9,9,-0.81,8,8,0,13,5.81
1034,1,0,12,4,0.26,12,12,0,4,17.99
1284,1,2,10,2,-0.58,13,12,1,1,1.8
1048,1,1,12,3,0.37,14,12,0,4,16.61
1294,1,3,10,2,-0.47,11,10,0,1,5.99
2153,1,0,11,3,0.05,11,10,0,3,9.03
1627,1,3,11,3,-1.26,12,14,0,3,4.48
1664,1,3,15,1,1.04,10,12,0,4,5.16
1253,1,5,13,2,0.46,14,13,0,2,6.69
452,1,4,12,3,0.87,12,14,0,4,6.75
1000,1,1,12,3,-0.78,12,12,0,3,11.13
1387,1,1,11,1,0.1,12,12,1,4,5.26
17,1,1,12,3,-0.01,9,10,1,2,12.06
698,1,0,12,4,0.62,12,10,0,1,7.32
32,1,1,15,1,0.71,11,8,0,2,5.26
201,1,2,11,1,0.35,12,15,0,1,5.31
1628,1,2,12,2,0.02,12,12,0,3,4.95
1235,1,5,15,3,1.05,16,17,0,2,7.17
510,1,2,10,4,-0.01,12,12,0,3,10.38
907,1,6,14,3,1.11,12,12,0,2,5.0
926,1,2,11,1,-0.36,8,8,0,1,4.95
60,1,9,14,4,0.63,12,12,0,1,24.05
1164,1,2,11,1,1.16,12,10,0,3,5.75
1602,1,4,12,2,0.27,12,13,0,2,5.81
1401,1,0,12,1,0.69,12,11,1,10,12.81
1265,1,5,12,3,0.11,12,7,0,1,6.05
809,1,11,15,5,-0.43,0,0,0,4,6.17
313,1,0,13,3,0.77,10,12,0,9,18.17
1170,1,5,12,9,0.09,12,10,0,0,6.05
180,1,5,14,4,1.31,12,16,0,4,8.41
134,1,0,11,1,0.22,12,12,0,0,7.32
1676,1,4,12,2,0.9,8,8,0,3,4.22
508,1,0,12,1,1.44,12,20,0,3,8.5
1598,1,7,12,4,0.51,14,16,0,4,1.67
2109,1,12,13,9,-0.63,12,8,1,8,4.39
1254,1,11,17,3,1.15,13,17,0,2,26.31
916,1,1,12,3,0.63,15,10,1,4,3.63
1110,1,0,12,5,0.4,11,12,0,3,14.15
300,1,6,12,3,-0.95,12,12,0,3,3.67
1003,1,4,12,4,-1.57,2,16,1,2,7.24
1032,1,0,10,1,0.7,12,12,0,3,7.92
1986,1,3,10,5,-1.78,5,3,1,3,8.17
1247,1,6,12,3,-0.53,12,12,0,5,6.05
638,1,4,12,4,-1.22,12,12,0,5,7.03
2090,1,4,12,5,-1.59,8,12,0,7,3.63
1819,1,7,10,9,-0.88,5,8,1,4,9.49
2168,1,3,16,3,-0.21,14,16,0,5,9.3
1242,1,5,11,3,-0.87,6,12,1,2,3.06
1298,1,0,9,6,0.5,14,12,0,3,7.61
1632,1,3,11,1,0.14,12,10,0,3,5.99
1576,1,0,12,3,-0.42,14,6,0,3,16.44
1239,1,3,10,3,-0.41,10,12,0,4,8.17
498,1,1,11,1,-0.39,18,14,1,2,5.42
114,1,9,12,13,-1.71,12,13,0,3,5.99
435,1,0,12,1,1.14,12,12,1,1,4.76
661,1,0,12,4,-0.52,10,11,0,1,9.39
2011,1,3,10,5,-1.13,6,9,0,4,9.68
1739,1,4,12,1,-0.13,12,16,0,2,6.17
1325,1,0,12,4,-0.4,12,12,1,8,11.94
1140,1,8,20,3,1.25,20,20,0,1,10.07
1895,1,3,14,5,0.74,16,16,0,1,21.54
805,1,2,12,1,1.75,12,13,1,2,6.11
678,1,2,10,2,1.03,9,9,0,3,5.58
1102,1,5,12,7,1.39,12,11,0,3,4.39
2074,1,2,12,6,-2.33,0,0,0,2,16.61
536,1,4,14,6,-0.35,8,4,0,3,7.61
2095,1,14,12,15,1.54,12,17,0,7,6.23
2111,1,13,12,10,-0.54,12,10,0,3,6.96
1215,1,1,11,1,1.51,12,16,0,4,7.92
341,1,11,16,9,1.06,14,16,0,0,4.95
1999,1,0,10,6,-0.91,12,12,0,2,3.71
1248,1,7,12,8,0.51,14,14,0,3,2.53
1910,1,4,10,3,0.17,9,3,0,5,7.61
1295,1,0,10,5,-1.0,12,7,0,3,9.97
1716,1,14,12,11,0.12,11,8,0,4,6.23
677,1,2,12,1,-0.34,12,12,0,1,7.17
2066,1,13,12,11,-0.92,13,12,1,3,1.49
1196,1,2,11,1,1.63,12,14,1,2,4.9
1639,1,3,10,6,-1.51,12,9,1,5,6.23
674,1,8,15,4,0.68,12,18,0,2,8.0
38,1,1,11,1,1.62,16,16,0,1,6.42
821,1,6,14,7,0.4,6,5,0,7,2.75
1975,1,1,13,3,0.77,3,5,0,4,7.17
550,1,10,13,8,0.05,12,14,0,3,11.13
1038,1,3,13,1,1.52,12,12,0,3,5.58
1444,1,5,13,6,0.19,11,16,0,2,12.55
1155,1,0,11,1,1.57,12,11,0,1,5.58
1360,1,3,12,1,0.82,12,14,1,2,5.58
1182,1,0,11,3,-0.58,12,12,0,3,6.49
1580,1,3,12,2,0.38,12,16,1,2,12.43
1468,1,0,12,5,-0.21,12,12,0,2,11.94
1181,1,4,11,3,0.13,11,12,1,3,4.35
1667,1,1,12,2,1.02,12,12,0,4,7.54
1711,1,9,13,6,0.1,12,16,0,1,6.49
1350,1,2,12,6,1.25,16,16,0,3,15.96
1062,1,2,12,4,-1.79,5,0,0,3,3.97
212,1,2,12,6,-2.31,8,4,0,10,5.58
1279,1,6,9,7,-2.02,11,12,1,3,8.41
1448,1,3,12,5,-0.38,12,11,1,3,23.81
1695,1,1,13,2,1.17,14,16,0,4,7.46
662,1,0,12,3,0.06,12,6,0,2,6.96
1169,1,2,12,2,0.88,12,13,0,2,7.92
323,1,0,12,4,-1.24,12,10,0,7,8.17
1243,1,1,11,4,-1.95,15,18,1,2,7.92
1165,1,0,12,2,0.42,11,12,0,3,8.41
1549,1,3,12,2,0.68,12,14,0,3,22.87
672,1,10,16,3,0.22,13,16,0,1,14.59
47,1,3,12,2,0.88,12,12,1,2,6.05
1897,1,6,10,8,-1.56,5,16,0,9,5.26
1417,1,2,15,3,0.95,18,20,1,4,15.33
1929,1,4,12,8,-2.53,3,8,0,2,10.18
169,1,0,12,2,-1.01,11,11,0,2,13.2
1743,1,6,9,11,-2.9,9,10,0,3,9.68
1617,1,3,11,2,0.42,12,16,1,4,8.94
430,1,1,10,3,-2.27,6,4,1,5,11.36
1894,1,7,10,11,-0.05,4,12,1,3,7.61
1516,1,4,12,3,-1.27,10,9,0,6,7.24
1978,1,0,11,2,-0.64,11,12,1,5,8.58
1601,1,5,9,6,0.71,11,6,1,4,6.05
1150,1,1,12,2,0.94,16,11,0,3,5.42
141,1,0,11,2,0.71,12,12,0,1,9.87
1357,1,0,11,1,0.8,16,16,0,3,8.25
722,1,0,12,2,0.25,15,16,0,2,5.75
215,1,10,16,4,0.81,12,12,0,2,8.08
1567,1,5,12,3,-0.88,12,11,0,6,5.93
1041,1,3,14,2,-0.44,16,17,0,4,13.46
896,1,2,12,2,0.27,12,14,0,3,6.82
2151,1,3,13,5,0.64,16,16,0,2,6.49
1250,1,6,12,3,-0.37,12,14,0,3,4.95
1347,1,0,13,3,0.6,12,20,1,9,14.01
1362,1,11,11,9,0.38,13,9,0,1,24.78
912,1,1,11,1,1.41,16,18,1,3,6.11
1731,1,3,12,3,-0.25,10,12,0,3,7.46
1194,1,3,11,2,1.3,12,13,0,2,5.99
251,1,0,12,4,-1.22,10,10,0,6,14.44
1391,1,9,14,10,1.44,10,8,0,1,7.54
995,1,0,11,2,-1.29,3,5,1,5,5.75
1831,1,5,15,6,-1.54,12,9,0,3,5.93
