conum,year,co_code,gdp,pop,gold,silver,bronze,medaltot,host,planned,soviet,missing
171,72,ESP,311.0,34.4,0.0,0.0,1.0,1.0,0,0,0,0.0
171,76,ESP,368.0,35.9,0.0,2.0,0.0,2.0,0,0,0,0.0
172,60,LKA,2.77,9.889,0.0,0.0,0.0,0.0,0,0,0,0.0
172,64,LKA,3.19,10.9,0.0,0.0,0.0,0.0,0,0,0,0.0
172,68,LKA,3.87,12.0,0.0,0.0,0.0,0.0,0,0,0,0.0
172,72,LKA,4.37,12.9,0.0,0.0,0.0,0.0,0,0,0,0.0
172,76,LKA,5.32,13.7,0.0,0.0,0.0,0.0,0,0,0,0.0
172,88,LKA,9.22,16.6,0.0,0.0,0.0,0.0,0,0,0,0.0
172,92,LKA,10.9,17.4,0.0,0.0,0.0,0.0,0,0,0,0.0
172,96,LKA,13.5,18.3,0.0,0.0,0.0,0.0,0,0,0,0.0
173,96,KNA,0.241,0.04088,0.0,0.0,0.0,0.0,0,0,0,0.0
174,96,STL,0.474,0.15786,0.0,0.0,0.0,0.0,0,0,0,0.0
175,88,VCT,0.215,0.10515,0.0,0.0,0.0,0.0,0,0,0,0.0
175,92,VCT,0.25,0.10887,0.0,0.0,0.0,0.0,0,0,0,0.0
175,96,VCT,0.266,0.11168,0.0,0.0,0.0,0.0,0,0,0,0.0
176,60,SDN,2.68,11.2,0.0,0.0,0.0,0.0,0,0,0,0.0
176,68,SDN,2.94,13.2,0.0,0.0,0.0,0.0,0,0,0,0.0
176,72,SDN,3.06,14.6,0.0,0.0,0.0,0.0,0,0,0,0.0
176,76,SDN,4.63,16.5,0.0,0.0,0.0,0.0,0,0,0,0.0
176,88,SDN,4.87,23.0,0.0,0.0,0.0,0.0,0,0,0,0.0
176,92,SDN,5.54,25.1,0.0,0.0,0.0,0.0,0,0,0,0.0
176,96,SDN,7.74,27.2,0.0,0.0,0.0,0.0,0,0,0,0.0
177,88,SUR,0.285,0.39693,1.0,0.0,0.0,1.0,0,0,0,0.0
177,60,SUR,0.272,0.29,0.0,0.0,0.0,0.0,0,0,0,0.0
177,76,SUR,0.331,0.3544,0.0,0.0,0.0,0.0,0,0,0,0.0
177,72,SUR,0.303,0.38165,0.0,0.0,0.0,0.0,0,0,0,0.0
177,92,SUR,0.34,0.40547,0.0,0.0,1.0,1.0,0,0,0,0.0
177,96,SUR,0.348,0.41034,0.0,0.0,0.0,0.0,0,0,0,0.0
178,72,SWZ,0.394,0.44185,0.0,0.0,0.0,0.0,0,0,0,0.0
178,76,SWZ,0.506,0.4975,0.0,0.0,0.0,0.0,0,0,0,0.0
178,88,SWZ,0.937,0.72334,0.0,0.0,0.0,0.0,0,0,0,0.0
178,92,SWZ,1.16,0.81965,0.0,0.0,0.0,0.0,0,0,0,0.0
178,96,SWZ,1.32,0.9285,0.0,0.0,0.0,0.0,0,0,0,0.0
179,92,SWE,220.0,8.668,1.0,7.0,4.0,12.0,0,0,0,0.0
179,60,SWE,96.9,7.48,1.0,2.0,3.0,6.0,0,0,0,0.0
179,96,SWE,234.0,8.843,2.0,4.0,2.0,8.0,0,0,0,0.0
179,68,SWE,136.0,7.914,2.0,1.0,1.0,4.0,0,0,0,0.0
179,64,SWE,120.0,7.661,2.0,2.0,4.0,8.0,0,0,0,0.0
179,76,SWE,175.0,8.222,4.0,1.0,0.0,5.0,0,0,0,0.0
179,72,SWE,158.0,8.122,4.0,6.0,6.0,16.0,0,0,0,0.0
179,88,SWE,218.0,8.436,0.0,4.0,7.0,11.0,0,0,0,0.0
180,92,CHE,306.0,6.875,1.0,0.0,0.0,1.0,0,0,0,0.0
180,76,CHE,228.0,6.346,1.0,1.0,2.0,4.0,0,0,0,0.0
180,64,CHE,176.0,5.789,1.0,2.0,1.0,4.0,0,0,0,0.0
180,96,CHE,307.0,7.074,4.0,3.0,0.0,7.0,0,0,0,0.0
180,60,CHE,141.0,5.362,0.0,3.0,3.0,6.0,0,0,0,0.0
180,68,CHE,198.0,6.068,0.0,1.0,4.0,5.0,0,0,0,0.0
180,72,CHE,239.0,6.385,0.0,3.0,0.0,3.0,0,0,0,0.0
180,88,CHE,285.0,6.569,0.0,2.0,2.0,4.0,0,0,0,0.0
181,96,SYR,16.9,14.5,1.0,0.0,0.0,1.0,0,0,0,0.0
181,68,SYR,3.17,5.85337,0.0,0.0,0.0,0.0,0,0,0,0.0
181,72,SYR,4.97,6.72004,0.0,0.0,0.0,0.0,0,0,0,0.0
181,76,SYR,7.49,7.67874,0.0,0.0,0.0,0.0,0,0,0,0.0
181,88,SYR,11.8,11.3,0.0,0.0,0.0,0.0,0,0,0,0.0
181,92,SYR,13.7,12.9,0.0,0.0,0.0,0.0,0,0,0,0.0
182,60,TAW,1.72,10.8,0.0,1.0,0.0,1.0,0,0,0,0.0
182,64,TAW,2.55,12.2,0.0,0.0,0.0,0.0,0,0,0,0.0
182,68,TAW,4.28,13.9,0.0,0.0,1.0,1.0,0,0,0,0.0
182,72,TAW,7.9,15.3,0.0,0.0,0.0,0.0,0,0,0,0.0
182,88,TAW,126.0,19.9,0.0,0.0,0.0,0.0,0,0,0,0.0
182,92,TAW,216.0,20.8,0.0,1.0,0.0,1.0,0,0,0,0.0
182,96,TAW,275.0,21.5,0.0,1.0,0.0,1.0,0,0,0,0.0
183,96,TJK,1.6,5.917,0.0,0.0,0.0,0.0,0,0,0,0.0
184,64,TZA,1.29,11.4,0.0,0.0,0.0,0.0,0,0,0,0.0
184,68,TZA,1.65,12.9,0.0,0.0,0.0,0.0,0,0,0,0.0
184,72,TZA,1.91,14.5,0.0,0.0,0.0,0.0,0,0,0,0.0
184,76,TZA,2.43,16.4,0.0,0.0,0.0,0.0,0,0,0,0.0
184,88,TZA,3.8,23.9,0.0,0.0,0.0,0.0,0,0,0,0.0
184,92,TZA,3.96,27.1,0.0,0.0,0.0,0.0,0,0,0,0.0
184,96,TZA,4.82,30.5,0.0,0.0,0.0,0.0,0,0,0,0.0
185,96,THA,177.0,60.0,1.0,0.0,1.0,2.0,0,0,0,0.0
185,60,THA,12.3,26.4,0.0,0.0,0.0,0.0,0,0,0,0.0
185,64,THA,16.1,29.7,0.0,0.0,0.0,0.0,0,0,0,0.0
185,68,THA,22.7,33.6,0.0,0.0,0.0,0.0,0,0,0,0.0
185,72,THA,29.5,38.0,0.0,0.0,0.0,0.0,0,0,0,0.0
185,76,THA,39.0,42.5,0.0,0.0,1.0,1.0,0,0,0,0.0
185,88,THA,89.4,53.7,0.0,0.0,1.0,1.0,0,0,0,0.0
185,92,THA,131.0,57.3,0.0,0.0,1.0,1.0,0,0,0,0.0
186,72,TGO,0.841,2.121,0.0,0.0,0.0,0.0,0,0,0,0.0
186,76,TGO,0.919,2.34452,0.0,0.0,0.0,0.0,0,0,0,0.0
186,88,TGO,1.27,3.3086,0.0,0.0,0.0,0.0,0,0,0,0.0
186,92,TGO,1.26,3.75,0.0,0.0,0.0,0.0,0,0,0,0.0
186,96,TGO,1.43,4.23,0.0,0.0,0.0,0.0,0,0,0,0.0
187,88,TON,0.141,0.09515,0.0,0.0,0.0,0.0,0,0,0,0.0
187,92,TON,0.148,0.09671,0.0,0.0,0.0,0.0,0,0,0,0.0
187,96,TON,0.161,0.0974,0.0,1.0,0.0,1.0,0,0,0,0.0
188,76,TTO,3.71,1.02283,1.0,0.0,0.0,1.0,0,0,0,0.0
188,64,TTO,2.12,0.88499,0.0,1.0,2.0,3.0,0,0,0,0.0
188,68,TTO,2.49,0.94248,0.0,0.0,0.0,0.0,0,0,0,0.0
188,72,TTO,2.96,0.98914,0.0,0.0,0.0,0.0,0,0,0,0.0
188,88,TTO,4.92,1.2175,0.0,0.0,0.0,0.0,0,0,0,0.0
188,92,TTO,5.0,1.25485,0.0,0.0,0.0,0.0,0,0,0,0.0
188,96,TTO,5.49,1.297,0.0,0.0,2.0,2.0,0,0,0,0.0
189,68,TUN,4.69,4.93313,1.0,0.0,1.0,2.0,0,0,0,0.0
189,60,TUN,3.4,4.221,0.0,0.0,0.0,0.0,0,0,0,0.0
189,64,TUN,4.0,4.53084,0.0,1.0,1.0,2.0,0,0,0,0.0
189,72,TUN,6.7,5.29436,0.0,1.0,0.0,1.0,0,0,0,0.0
189,76,TUN,8.31,5.7423,0.0,0.0,0.0,0.0,0,0,0,0.0
189,88,TUN,13.5,7.85916,0.0,0.0,0.0,0.0,0,0,0,0.0
189,92,TUN,16.7,8.51194,0.0,0.0,0.0,0.0,0,0,0,0.0
189,96,TUN,19.3,9.07717,0.0,0.0,1.0,1.0,0,0,0,0.0
190,88,TUR,132.0,53.7,1.0,1.0,0.0,2.0,0,0,0,0.0
190,92,TUR,155.0,58.4,2.0,2.0,2.0,6.0,0,0,0,0.0
190,68,TUR,53.3,33.6,2.0,0.0,0.0,2.0,0,0,0,0.0
190,64,TUR,41.9,30.4,2.0,3.0,1.0,6.0,0,0,0,0.0
190,96,TUR,181.0,62.7,4.0,1.0,1.0,6.0,0,0,0,0.0
190,60,TUR,33.0,27.5,7.0,2.0,0.0,9.0,0,0,0,0.0
190,72,TUR,65.3,37.2,0.0,1.0,0.0,1.0,0,0,0,0.0
190,76,TUR,83.9,40.9,0.0,0.0,0.0,0.0,0,0,0,0.0
191,96,TKM,4.2,4.598,0.0,0.0,0.0,0.0,0,0,0,0.0
192,72,UGA,3.53,10.4,1.0,1.0,0.0,2.0,0,0,0,0.0
192,60,UGA,2.02,6.562,0.0,0.0,0.0,0.0,0,0,0,0.0
192,64,UGA,2.42,7.68735,0.0,0.0,0.0,0.0,0,0,0,0.0
192,68,UGA,2.95,9.13827,0.0,1.0,1.0,2.0,0,0,0,0.0
192,76,UGA,3.47,11.5,0.0,0.0,0.0,0.0,0,0,0,0.0
192,88,UGA,3.62,15.3,0.0,0.0,0.0,0.0,0,0,0,0.0
192,92,UGA,4.48,17.5,0.0,0.0,0.0,0.0,0,0,0,0.0
192,96,UGA,6.28,19.7,0.0,0.0,1.0,1.0,0,0,0,0.0
193,96,UKR,77.3,51.1,9.0,2.0,12.0,23.0,0,0,0,0.0
194,60,ARE,9.97,0.09,0.0,1.0,1.0,2.0,0,0,0,0.0
194,64,ARE,11.1,0.11291,0.0,0.0,0.0,0.0,0,0,0,0.0
194,88,ARE,30.1,1.59322,0.0,0.0,0.0,0.0,0,0,0,0.0
194,92,ARE,41.1,2.083,0.0,0.0,0.0,0.0,0,0,0,0.0
194,96,ARE,44.5,2.458,0.0,0.0,0.0,0.0,0,0,0,0.0
195,96,GBR,1130.0,58.8,1.0,8.0,6.0,15.0,0,0,0,0.0
195,60,GBR,497.0,52.4,2.0,6.0,12.0,20.0,0,0,0,0.0
195,76,GBR,748.0,56.2,3.0,5.0,5.0,13.0,0,0,0,0.0
195,92,GBR,1010.0,58.0,5.0,3.0,12.0,20.0,0,0,0,0.0
195,72,GBR,696.0,56.1,4.0,5.0,9.0,18.0,0,0,0,0.0
195,88,GBR,1010.0,57.2,5.0,10.0,9.0,24.0,0,0,0,0.0
195,64,GBR,565.0,54.0,4.0,12.0,2.0,18.0,0,0,0,0.0
195,68,GBR,630.0,55.2,5.0,5.0,3.0,13.0,0,0,0,0.0
196,92,USA,6460.0,255.0,37.0,34.0,37.0,108.0,0,0,0,0.0
196,88,USA,6070.0,244.0,36.0,31.0,27.0,94.0,0,0,0,0.0
196,96,USA,7280.0,265.0,44.0,32.0,25.0,101.0,1,0,0,0.0
196,72,USA,4020.0,210.0,33.0,31.0,30.0,94.0,0,0,0,0.0
196,76,USA,4400.0,218.0,34.0,35.0,25.0,94.0,0,0,0,0.0
196,60,USA,2550.0,181.0,34.0,21.0,16.0,71.0,0,0,0,0.0
196,64,USA,3020.0,192.0,36.0,26.0,28.0,90.0,0,0,0,0.0
196,68,USA,3610.0,201.0,45.0,28.0,34.0,107.0,0,0,0,0.0
198,60,URY,9.85,2.538,0.0,0.0,0.0,0.0,0,0,0,0.0
198,64,URY,10.2,2.665,0.0,0.0,1.0,1.0,0,0,0,0.0
198,68,URY,10.4,2.771,0.0,0.0,0.0,0.0,0,0,0,0.0
198,72,URY,11.1,2.82,0.0,0.0,0.0,0.0,0,0,0,0.0
198,76,URY,12.7,2.845,0.0,0.0,0.0,0.0,0,0,0,0.0
198,88,URY,14.7,3.06,0.0,0.0,0.0,0.0,0,0,0,0.0
198,92,URY,16.8,3.14802,0.0,0.0,0.0,0.0,0,0,0,0.0
198,96,URY,19.0,3.24167,0.0,0.0,0.0,0.0,0,0,0,0.0
199,96,UZB,22.8,23.2,0.0,1.0,1.0,2.0,0,0,0,0.0
200,88,VUT,0.214,0.1395,0.0,0.0,0.0,0.0,0,0,0,0.0
200,92,VUT,0.215,0.1556,0.0,0.0,0.0,0.0,0,0,0,0.0
200,96,VUT,0.245,0.1729,0.0,0.0,0.0,0.0,0,0,0,0.0
201,68,VEN,42.6,10.0,1.0,0.0,0.0,1.0,0,0,0,0.0
201,60,VEN,28.2,7.579,0.0,0.0,1.0,1.0,0,0,0,0.0
201,64,VEN,36.5,8.79637,0.0,0.0,0.0,0.0,0,0,0,0.0
201,72,VEN,47.5,11.5,0.0,0.0,0.0,0.0,0,0,0,0.0
201,76,VEN,57.6,13.2,0.0,1.0,0.0,1.0,0,0,0,0.0
201,88,VEN,67.2,18.4,0.0,0.0,0.0,0.0,0,0,0,0.0
201,92,VEN,76.1,20.4,0.0,0.0,0.0,0.0,0,0,0,0.0
201,96,VEN,76.9,22.3,0.0,0.0,0.0,0.0,0,0,0,0.0
202,60,VNM,7.02,34.7,0.0,0.0,0.0,0.0,0,0,0,0.0
202,64,VNM,8.34,37.6,0.0,0.0,0.0,0.0,0,0,0,0.0
202,68,VNM,8.27,40.9,0.0,0.0,0.0,0.0,0,0,0,0.0
202,72,VNM,10.2,44.8,0.0,0.0,0.0,0.0,0,0,0,0.0
202,76,VNM,10.1,49.2,0.0,0.0,0.0,0.0,0,0,0,0.0
202,88,VNM,12.1,63.3,0.0,0.0,0.0,0.0,0,0,0,0.0
202,92,VNM,15.7,69.4,0.0,0.0,0.0,0.0,0,0,0,0.0
202,96,VNM,22.1,75.4,0.0,0.0,0.0,0.0,0,0,0,0.0
204,92,YEM,3.33,13.9,0.0,0.0,0.0,0.0,0,0,0,0.0
204,96,YEM,3.85,15.7,0.0,0.0,0.0,0.0,0,0,0,0.0
205,96,YUG,22.5,10.6,1.0,1.0,2.0,4.0,0,0,0,0.0
205,92,YUG,25.9,10.5,0.0,1.0,2.0,3.0,0,0,0,0.0
206,64,ZMB,2.22,3.50704,0.0,0.0,0.0,0.0,0,0,0,0.0
206,68,ZMB,2.67,3.95268,0.0,0.0,0.0,0.0,0,0,0,0.0
206,72,ZMB,3.04,4.42336,0.0,0.0,0.0,0.0,0,0,0,0.0
206,76,ZMB,3.32,5.00248,0.0,0.0,0.0,0.0,0,0,0,0.0
206,88,ZMB,3.59,7.32225,0.0,0.0,0.0,0.0,0,0,0,0.0
206,92,ZMB,3.47,8.26154,0.0,0.0,0.0,0.0,0,0,0,0.0
206,96,ZMB,3.72,9.2144,0.0,1.0,0.0,1.0,0,0,0,0.0
207,60,ZWE,1.79,3.812,0.0,0.0,0.0,0.0,0,0,0,0.0
207,88,ZWE,6.14,9.17893,0.0,0.0,0.0,0.0,0,0,0,0.0
207,92,ZWE,6.63,10.3,0.0,0.0,0.0,0.0,0,0,0,0.0
207,96,ZWE,7.65,11.2,0.0,0.0,0.0,0.0,0,0,0,0.0
210,76,CZA,60.3,14.9,2.0,2.0,4.0,8.0,0,0,1,0.0
210,72,CZA,48.0,14.5,2.0,4.0,2.0,8.0,0,0,1,0.0
210,88,CZA,77.3,15.6,3.0,3.0,2.0,8.0,0,0,1,0.0
210,92,CZA,63.2,15.6,4.0,2.0,1.0,7.0,0,0,0,0.0
210,60,CZA,26.4,13.5,3.0,2.0,3.0,8.0,0,0,1,0.0
210,64,CZA,28.0,14.0,5.0,6.0,3.0,14.0,0,0,1,0.0
210,68,CZA,39.0,14.3,7.0,2.0,4.0,13.0,0,0,1,0.0
211,60,YUG,29.3,17.1,1.0,1.0,,2.0,0,1,0,0.0
211,76,YUG,81.2,21.6,2.0,3.0,3.0,8.0,0,1,0,0.0
211,72,YUG,63.8,20.8,2.0,1.0,2.0,5.0,0,1,0,0.0
211,64,YUG,39.3,17.8,2.0,1.0,2.0,5.0,0,1,0,0.0
211,88,YUG,107.0,23.6,3.0,4.0,5.0,12.0,0,1,0,0.0
211,68,YUG,50.2,20.0,3.0,3.0,2.0,8.0,0,1,0,0.0
